id,fund_name,Performance fee?,Investment Strategy,Derivatives_label,Portfolio composition, Concentration,Predicted Strategy,Strategy evidence,Prediction
0001193125-18-227777,Ivy Municipal Bond Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 10","Principal Investment Strategies

Ivy Limited-Term Bond Fund seeks to achieve its objective by investing primarily in investment grade, U.S. dollar-denominated, debt securities of primarily U.S. issuers. The Fund may invest in U.S. government securities, corporate debt securities, mortgage-backed securities including collateralized mortgage obligations (CMOs) and other asset-backed securities. The Fund seeks to identify relative value opportunities between these sectors of the fixed-income market. Under normal circumstances, the Fund invests at least 80% of its net assets in bonds with limited-term maturities; therefore, the Fund seeks to maintain a dollar-weighted average maturity of not less than two years and not more than five years.",Fixed Income Long Only (Low Risk)
0001193125-18-227777,Ivy Municipal High Income Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Ivy Municipal High Income Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in a diversified portfolio of municipal bonds. Municipal bonds are obligations issued by or on behalf of states, territories and possessions of the United States (including the District of Columbia, Puerto Rico, the U.S. Virgin Islands and Guam), the interest on which is excludable from gross income for Federal income tax purposes, although a significant portion of such interest may be an item of tax preference for purposes of the Federal alternative minimum tax (AMT) (Tax Preference Item). (Under 2017 legislation commonly known as the Tax Cuts and Jobs Act, corporations no longer are subject to the AMT for taxable years of the corporation beginning after December 31, 2017.)",Fixed Income Long Only (Low Risk)
0001193125-18-227777,Ivy Natural Resources Fund,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 8","Ivy Natural Resources Fund

<head_breaker>

Ivy Natural Resources Fund

Objective

To seek to provide capital growth and appreciation.

Fees and Expenses

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $50,000 in funds within the Ivy Funds and/or InvestEd Portfolios. More information about these and other discounts is available from your financial professional, as well as in the Sales Charge Reductions section on page 255 of the Fund’s prospectus, in the Purchase, Redemption and Pricing of Shares section on page 146 of the Fund’s statement of additional information (SAI) and in Appendix B — Intermediary Sales Charge Discounts and Waivers. The Fund’s Class B shares are not available for purchase by new or existing investors, but are available for dividend reinvestment and exchanges.

Shareholder Fees",Equity Long Only (Low Risk)
0001193125-18-227777,Ivy Science and Technology Fund,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 10","Ivy Science and Technology Fund invests primarily in the equity securities of science and technology companies around the globe. Under normal circumstances, the Fund invests at least 80% of its net assets in securities of science or technology companies. Such companies may include companies that, in the opinion of IICO, derive a competitive advantage by the application of scientific or technological developments or discoveries to grow their business or increase their competitive advantage. Science and technology companies are companies whose products, processes or services, in the opinion of IICO, are being, or are expected to be, significantly benefited by the use or commercial application of scientific or technological developments or discoveries. The Fund also may invest in companies that utilize science and/or technology as an agent of change to significantly enhance their business opportunities. The Fund may invest in securities issued by companies of any size, and may invest",Equity Long Only (Low Risk)
0001193125-18-227777,Ivy Securian Core Bond Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 10","Ivy Securian Core Bond Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in bonds (for this purpose, “bonds” includes any debt security with an initial maturity greater than one year). The Fund invests in a variety of primarily investment-grade debt securities (including bonds rated BBB- or higher by S&P Global Ratings, a division of S&P Global Inc. (S&P), or comparably rated by another nationally recognized statistical rating organization (NRSRO) or, if unrated, determined by IICO, or Securian Asset Management, Inc. (Securian AM), the Fund’s subadviser, to be of comparable quality), which include corporate debt securities, residential and commercial mortgage-backed securities, debt securities issued or guaranteed by the U.S. government or any of its agencies or instrumentalities (U.S. government securities) and other asset-backed securities. Certain of the mortgage-backed securities in which the Fund may invest are not backed",Fixed Income Long Only (Low Risk)
0001193125-18-227777,Ivy Securian Real Estate Securities Fund,,Equity Long Only (Low Risk),No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 8","Principal Investment Strategies

Ivy Securian Real Estate Securities Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in the securities of companies in the real estate or real estate-related industries. “Real estate” securities include securities of issuers that receive at least 50% of their gross revenue from the construction, ownership, leasing, management, financing or sale of residential, commercial or industrial real estate. “Real estate-related” securities include securities issued by companies primarily engaged in businesses that sell or offer products or services that are closely related to the real estate industry. The Fund does not directly invest in real estate.",Equity Long Only (Low Risk)
0001193125-18-227777,Ivy Small Cap Core Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 10","Principal Investment Strategies

Ivy Small Cap Core Fund seeks to achieve its objective by investing primarily in various types of equity securities of small-capitalization companies that IICO believes have the greatest potential for capital appreciation. Under normal circumstances, at least 80% of the Fund’s net assets will be invested, at the time of purchase, in common stocks of small-capitalization companies. For purposes of this Fund, small-capitalization companies typically are companies with market capitalizations within the range of companies in the Russell 2000 Index at the time of acquisition. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), this range of market capitalizations was between approximately $51.89 million and $6.69 billion.",Equity Long Only (Low Risk)
0001193125-18-227777,Ivy Small Cap Growth Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 10","Principal Investment Strategies

Ivy Small Cap Growth Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in common stocks of small-capitalization companies. For purposes of this Fund, small-capitalization companies typically are companies with market capitalizations within the range of companies in the Russell 2000 Growth Index at the time of acquisition. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), this range of market capitalizations was between approximately $51.88 million and $6.69 billion. The Fund emphasizes smaller companies positioned in new or emerging industries where IICO believes there is opportunity for higher growth than in established companies or industries. The Fund’s investments in equity securities may include common stocks that are offered in initial public offerings (IPOs).",Equity Long Only (Low Risk)
0001193125-18-227777,Ivy Tax-Managed Equity Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Ivy Tax

Managed Equity Fund

<head_breaker>

Ivy Tax

Managed Equity Fund

Objective

To seek to provide growth of capital while minimizing taxable gains and income to shareholders.

Fees and Expenses",Equity Long Only (Low Risk)
0001193125-18-227777,Ivy Value Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 10","Principal Investment Strategies

Ivy Balanced Fund seeks to achieve its objective by investing primarily in a diversified mix of stocks, debt securities and short-term instruments, depending on market conditions. Regarding its equity investments, the Fund invests primarily in medium to large, well-established companies, most of which pay a regular dividend, although it may invest in securities issued by companies of any size. The Fund invests at least 50% of its total assets in equity securities. The Fund typically holds a limited number of stocks (generally 45 to 55), with the objective of providing potential capital appreciation and some dividend income.",Balanced Fund (Low Risk)
0001193125-18-256142,JPMorgan Access Balanced Fund,,Balanced Fund (Low Risk),Yes,Investment grade securities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Ivy Balanced Fund seeks to achieve its objective by investing primarily in a diversified mix of stocks, debt securities and short-term instruments, depending on market conditions. Regarding its equity investments, the Fund invests primarily in medium to large, well-established companies, most of which pay a regular dividend, although it may invest in securities issued by companies of any size. The Fund invests at least 50% of its total assets in equity securities. The Fund typically holds a limited number of stocks (generally 45 to 55), with the objective of providing potential capital appreciation and some dividend income.",Balanced Fund (Low Risk)
0001193125-18-274246,NORTHERN MONEY MARKET FUND,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 8","You may open an account directly with Northern Funds (the “Trust”) with a minimum initial investment of $2,500 in the Fund ($500 for an IRA; $250 under the Automatic Investment Plan; and $500 for employees of Northern Trust and its affiliates). The minimum subsequent investment is $50 (except for reinvestments of distributions for which there is no minimum). The Fund reserves the right to waive these minimums. You may also purchase Fund shares through your account at Northern Trust (or an affiliate) or an authorized intermediary.

MONEY MARKET FUNDS	 	12	 	NORTHERN FUNDS PROSPECTUS Table of Contents MONEY MARKET FUNDS

MUNICIPAL MONEY MARKET FUND

On any business day, you may sell (redeem) or exchange shares through your account by contacting your Northern Trust account representative or authorized intermediary. If you purchase shares directly from the Trust, you may sell (redeem) or exchange your shares in one of the following ways:",Fixed Income Long Only (Low Risk)
0001193125-18-274246,NORTHERN MUNICIPAL MONEY MARKET FUND,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 8","Principal Investment Strategies: The Fund seeks to achieve its investment objective, utilizing a “fund of funds” structure, by allocating assets among various strategies based on the adviser’s research and analysis regarding market trends. A market trend is the movement of a financial market in a particular direction over time. Under normal market conditions, the Fund invests, directly or indirectly through unaffiliated exchange traded funds (“ETFs”) and mutual funds (together with ETFs, “Underlying Funds”), at least 80% of its net assets (plus the amount of borrowings, if any) in long and short positions in municipal debt instruments. The Fund takes a long position, or purchases shares of a security, when the adviser believes a security will increase in value, and a short position, or sells shares of borrowed stock, when the adviser believes the value of a security will decrease. The Fund takes long and short positions in securities that provide returns similar to municipal bonds",Fixed Income Long Only (Low Risk)
0001193125-18-274246,NORTHERN U.S. GOVERNMENT MONEY MARKET FUND,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9",The fund invests the remainder of its assets in the Government Fund and in cash and/or U.S. Treasury futures. The Government Fund’s investment objective is to provide a high level of current income consistent with preservation of capital. The Government Fund normally invests at least 80% of its assets in debt securities that are guaranteed or sponsored by the U.S. government or that are otherwise rated Aaa or AAA by NRSROs designated by the underlying fund’s investment adviser or unrated but determined to be of equivalent quality by the adviser. The Government Fund’s investment adviser considers these types of investments to be “blue chip” securities.,Fixed Income Long Only (Low Risk)
0001193125-18-274246,NORTHERN U.S. GOVERNMENT SELECT MONEY MARKET FUND,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9",The fund invests the remainder of its assets in the Government Fund and in cash and/or U.S. Treasury futures. The Government Fund’s investment objective is to provide a high level of current income consistent with preservation of capital. The Government Fund normally invests at least 80% of its assets in debt securities that are guaranteed or sponsored by the U.S. government or that are otherwise rated Aaa or AAA by NRSROs designated by the underlying fund’s investment adviser or unrated but determined to be of equivalent quality by the adviser. The Government Fund’s investment adviser considers these types of investments to be “blue chip” securities.,Fixed Income Long Only (Low Risk)
0001193125-18-285341,Columbia Dividend Opportunity Fund,,Equity Long Only (Low Risk),Yes,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9","Columbia Dividend Opportunity Fund

<head_breaker>",Equity Long Only (Low Risk)
0001193125-18-285341,Columbia Flexible Capital Income Fund,,Fixed Income Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Fixed Income Long Only  
Confidence: 9",Columbia Flexible Capital Income Fund <head_breaker>,Fixed Income Long Only (Low Risk)
0001193125-18-285341,Columbia High Yield Bond Fund,,Fixed Income Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Fixed Income Long Only  
Confidence: 9",Columbia High Yield Bond Fund <head_breaker>,Fixed Income Long Only (Low Risk)
0001193125-18-285341,Columbia Large Cap Value Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9",Columbia Large Cap Value Fund <head_breaker>,Equity Long Only (Low Risk)
0001193125-18-285341,Columbia Seligman Communications and Information Fund,,Equity Long Only (Low Risk),No,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 9",Columbia Seligman Communications and Information Fund <head_breaker>,Equity Long Only (Low Risk)
0001193125-18-285341,Columbia Small/Mid Cap Value Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 9",Columbia Small/Mid Cap Value Fund <head_breaker>,Equity Long Only (Low Risk)
0001193125-18-285341,Multi-Manager Value Strategies Fund,,Equity Long Only (Low Risk),Yes,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 8","Multi

Manager Value Strategies Fund

<head_breaker>

SUMMARY OF THE FUND Investment Objective Multi-Manager Value Strategies Fund (the Fund) seeks to provide shareholders with growth of capital and income. Fees and Expenses of the Fund This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund.

Shareholder Fees (fees paid directly from your investment) Class A	Class Inst Maximum sales charge (load) imposed on purchases (as a % of offering price)	None	None Maximum deferred sales charge (load) imposed on redemptions (as a % of the lower of the original purchase price or current net asset value)	None	None",Balanced Fund (Low Risk)
0001193125-18-286983,JPMorgan California Tax Free Bond Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"Category: Fixed Income Long Only  
Confidence: 10",JPMorgan California Tax Free Bond Fund <head_breaker>,Fixed Income Long Only (Low Risk)
0001193125-18-286983,JPMorgan Equity Focus Fund,,Equity Long Only (Low Risk),Yes,Listed Equities,Concentrated by issuer / sector / jurisdiction,"Category: Equity Long Only  
Confidence: 10","JPMorgan Equity Focus Fund

<head_breaker>",Equity Long Only (Low Risk)
0001193125-18-286983,JPMorgan Europe Dynamic Fund,,Equity Long Only (Low Risk),Yes,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 8","JPMorgan Europe Dynamic Fund (formerly JPMorgan Intrepid European Fund) (continued)

While the Fund’s assets will usually be invested in a number of different Western European countries, the Fund may at times invest most or all of the assets in a limited number of these countries. The Fund will, however, try to choose a wide range of industries and companies of varying sizes.

The Fund’s Main Investment Risks

The Fund is subject to management risk and may not achieve its objective if the adviser’s expectations regarding particular instruments or markets are not met.",Equity Long Only (Low Risk)
0001193125-18-286983,JPMorgan Global Allocation Fund,,Balanced Fund (Low Risk),Yes,Investment grade securities,Diversified,"Category: Balanced Fund  
Confidence: 9","Table of Contents JPMorgan Global Allocation Fund (continued) What are the Fund’s main investment strategies? The Fund has significant flexibility to invest in a broad range of equity, fixed income and alternative asset classes in the U.S. and other markets throughout the world, both developed and emerging. J.P. Morgan Investment Management Inc. (JPMIM or adviser) uses a flexible asset allocation approach in constructing the Fund’s portfolio. Under normal circumstances, the Fund will invest at least 40% of its total assets in countries other than the United States (Non-U.S. Countries) unless the adviser determines, in its sole discretion, that conditions are not favorable. If the adviser determines that conditions are not favorable, the Fund may invest under 40% of its total assets in Non-U.S. Countries provided that the Fund will not invest less than 30% of its total assets in Non-U.S. Countries under normal circumstances except for temporary defensive purposes. In managing the Fund,",Balanced Fund (Low Risk)
0001193125-18-286983,JPMorgan New York Tax Free Bond Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"Category: Fixed Income Long Only  
Confidence: 10",JPMorgan New York Tax Free Bond Fund <head_breaker>,Fixed Income Long Only (Low Risk)
0001193125-18-286983,JPMorgan Tax Aware Equity Fund,,Equity Long Only (Low Risk),Yes,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 10","JPMorgan Tax Aware Equity Fund

<head_breaker>

JPMorgan Tax Aware Equity Fund

Class/Ticker: R6/JPERX

What is the goal of the Fund?

The Fund’s goal is to provide high after-tax total return from a portfolio of selected equity securities.

Fees and Expenses of the Fund

The following table describes the fees and expenses that you may pay if you buy and hold shares of the Fund.

ANNUAL FUND OPERATING EXPENSES

(Expenses that you pay each year as a percentage of the value

of your investment)

Class R6

Management Fees	0.35%

Distribution (Rule 12b-1) Fees	NONE

Other Expenses	0.11

Service Fees	NONE

Remainder of Other Expenses1	0.11

Total Annual Fund Operating Expenses	0.46

Fee Waivers and/or Expense Reimbursements2	(0.02)

Total Annual Fund Operating Expenses after Fee Waivers and/or Expense Reimbursements2	0.44

1	“Remainder of Other Expenses” are based on estimated amounts for the current fiscal year.",Equity Long Only (Low Risk)
0001193125-18-303053,PIMCO Gurtin California Municipal Intermediate Value Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"Category: Fixed Income Long Only  
Confidence: 9","PIMCO Gurtin California Municipal Intermediate Value Fund <head_breaker>

PIMCO Gurtin California Municipal Intermediate Value Fund

Investment Objective

The Fund seeks to provide current income exempt from regular federal income tax and California state personal income taxes while seeking to preserve capital and liquidity.

Fees and Expenses of the Fund

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund:

Shareholder Fees (fees paid directly from your investment): None

Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment):

Inst

Class

Management Fees

[ ]

Distribution and/or Service (12b

1) Fees

[ ]

Total Annual Fund Operating Expenses

[ ]

Fee Waiver and/or Expense Reimbursement(1)

[ ]

Total Annual Fund Operating Expenses After Fee Waiver and/or Expense Reimbursement

[ ]",Fixed Income Long Only (Low Risk)
0001193125-18-303053,PIMCO Gurtin California Municipal Opportunistic Value Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"Category: Fixed Income Long Only  
Confidence: 9","PIMCO Gurtin California Municipal Opportunistic Value Fund <head_breaker>

PIMCO Gurtin California Municipal Opportunistic Value Fund

Investment Objective

The Fund seeks to provide current income exempt from regular federal income tax and California state personal income taxes while seeking to preserve capital and liquidity.

Fees and Expenses of the Fund

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund:

Shareholder Fees (fees paid directly from your investment): None

Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment):

Inst

Class

Management Fees

[ ]

Distribution and/or Service (12b

1) Fees

[ ]

Total Annual Fund Operating Expenses

[ ]

Fee Waiver and/or Expense Reimbursement(1)

[ ]

Total Annual Fund Operating Expenses After Fee Waiver and/or Expense Reimbursement

[ ]",Fixed Income Long Only (Low Risk)
0001193125-18-303053,PIMCO Gurtin National Municipal Intermediate Value Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","PIMCO Gurtin National Municipal Intermediate Value Fund <head_breaker>

PIMCO Gurtin National Municipal Intermediate Value Fund

Investment Objective

The Fund seeks to provide current income exempt from regular federal income tax while seeking to preserve capital and liquidity.

Fees and Expenses of the Fund

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund:

Shareholder Fees (fees paid directly from your investment): None

Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment):

Inst

Class

Management Fees

[ ]

Distribution and/or Service (12b

1) Fees

[ ]

Total Annual Fund Operating Expenses

[ ]

Fee Waiver and/or Expense Reimbursement(1)

[ ]

Total Annual Fund Operating Expenses After Fee Waiver and/or Expense Reimbursement

[ ]",Fixed Income Long Only (Low Risk)
0001193125-18-303053,PIMCO Gurtin National Municipal Opportunistic Value Fund,,Fixed Income Long Only (Low Risk),No,Investment grade securities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","PIMCO Gurtin National Municipal Opportunistic Value Fund <head_breaker>

PIMCO Gurtin National Municipal Opportunistic Value Fund

Investment Objective

The Fund seeks to provide current income exempt from regular federal income tax while seeking to preserve capital and liquidity.

Fees and Expenses of the Fund

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund:

Shareholder Fees (fees paid directly from your investment): None

Annual Fund Operating Expenses (expenses that you pay each year as a percentage of the value of your investment):

Inst

Class

Management Fees

[ ]

Distribution and/or Service (12b

1) Fees

[ ]

Total Annual Fund Operating Expenses

[ ]

Fee Waiver and/or Expense Reimbursement(1)

[ ]

Total Annual Fund Operating Expenses After Fee Waiver and/or Expense Reimbursement

[ ]",Fixed Income Long Only (Low Risk)
0001206774-18-001008,DELAWARE EMERGING MARKETS FUND,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Equity Long Only  
Confidence: 8","Active management and selection risk — The risk that the securities selected by fund management will underperform the markets, the relevant indices, or the securities selected by other funds with similar investment objectives and investment strategies. The securities and sectors selected may vary from the securities and sectors included in the relevant index.

The Manager is an indirect wholly owned subsidiary of Macquarie Group Limited (MGL). Other than Macquarie Bank Limited (MBL), a subsidiary of MGL and an affiliate of the Manager, none of the entities noted are authorized deposit-taking institutions for the purposes of the Banking Act 1959 (Commonwealth of Australia). The obligations of these entities do not represent deposits or other liabilities of MBL. MBL does not guarantee or otherwise provide assurance in respect of the obligations of these entities, unless noted otherwise. The Fund is governed by US laws and regulations.

How has Delaware Emerging Markets Fund performed?",Equity Long Only (Low Risk)
0001206774-18-001008,DELAWARE GLOBAL VALUE FUND,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Balanced Fund  
Confidence: 9","As an asset allocation fund with a global scope, the fund seeks to invest, through its investments in the underlying funds, in equity and debt securities of companies around the world that offer the opportunity for growth and/or provide dividend income, while also constructing its portfolio to protect principal and limit volatility. The fund will invest primarily in global and international funds that invest significantly in issuers domiciled outside the United States. Through the underlying funds in which it invests, the fund will have significant exposure to issuers domiciled outside the United States, including exposure to issuers domiciled in at least three different countries. The investment adviser believes that exposure to issuers domiciled outside the United States can help provide diversification when seeking high total return, including capital gains and current income.",Balanced Fund (Low Risk)
0001206774-18-001008,DELAWARE INTERNATIONAL VALUE EQUITY FUND,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Equity Long Only  
Confidence: 8","Principal investment strategies The fund will attempt to achieve its investment objective by investing in a mix of American Funds in different combinations and weightings. The underlying American Funds will typically seek to generate income from their investments and may include growth-and-income, equity-income, balanced and bond funds.

Through its investments in the underlying funds, the fund will have significant exposure to dividend-paying stocks. The fund will seek exposure to issuers domiciled outside the United States, including those domiciled in emerging markets. The investment adviser believes that exposure to issuers domiciled outside the United States can help provide diversification when seeking current income and long-term growth of capital.",Equity Long Only (Low Risk)
0001206774-18-001008,Delaware International Small Cap Fund,,Equity Long Only (Low Risk),No,Sub-investment grade securities or emerging markets,Diversified,"Category: Equity Long Only  
Confidence: 9","Principal Investment Strategies

Under normal market conditions, the fund will invest at least 80% of its net assets in small cap companies. The portfolio managers consider small cap companies to include those with a market capitalization that does not exceed that of the largest company in the Russell 2000 Growth Index.",Equity Long Only (Low Risk)
0001379491-18-000929,Fidelity Advisor New Insights Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 8","Principal Investment Strategy The fund seeks to achieve its investment objective — long-term capital appreciation — with lower volatility than, and moderate correlation to, major equity market indices. The fund uses a ""manager of managers"" approach by selecting one or more experienced equity managers to serve as subadvisers to manage the fund's assets. The fund allocates its assets among subadvisers that use long/short equity investment strategies that are not expected to have returns that are highly correlated to each other or major equity market indices. The fund may hire, terminate or replace subadvisers and modify material terms and conditions of subadvisory arrangements without shareholder approval. Each of the fund's subadvisers acts independently of any other subadviser and uses its own methodology to select portfolio investments.",Balanced Fund (Low Risk)
0001379491-18-000929,Fidelity Advisor Series Opportunistic Insights Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 8","Principal Investment Strategy The fund seeks to achieve its investment objective — long-term capital appreciation — with lower volatility than, and moderate correlation to, major equity market indices. The fund uses a ""manager of managers"" approach by selecting one or more experienced equity managers to serve as subadvisers to manage the fund's assets. The fund allocates its assets among subadvisers that use long/short equity investment strategies that are not expected to have returns that are highly correlated to each other or major equity market indices. The fund may hire, terminate or replace subadvisers and modify material terms and conditions of subadvisory arrangements without shareholder approval. Each of the fund's subadvisers acts independently of any other subadviser and uses its own methodology to select portfolio investments.",Balanced Fund (Low Risk)
0001379491-18-000929,Fidelity Contrafund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2005 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-000929,Fidelity Contrafund K6,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2005 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-000929,Fidelity Flex Opportunistic Insights Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Balanced Fund  
Confidence: 9","Principal Investment Strategies

Investing in a combination of Fidelity® domestic equity funds, international equity funds (developed and emerging markets), bond funds, and short-term funds (underlying Fidelity® funds). Allocating assets according to a neutral asset allocation strategy shown in the glide path below that becomes increasingly conservative until it reaches an allocation similar to that of the Fidelity Freedom® Income Fund, approximately 10 to 19 years after the year 2015 (approximately 17% in domestic equity funds, 7% in international equity funds, 46% in bond funds, and 30% in short-term funds). Buying and selling futures contracts (both long and short positions) in an effort to manage cash flows efficiently, remain fully invested, or facilitate asset allocation. FMR Co., Inc. (FMRC) may continue to seek high total return for several years beyond the fund's target retirement date in an effort to achieve the fund's overall investment objective.",Balanced Fund (Low Risk)
0001379491-18-000929,Fidelity Series Opportunistic Insights Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Fixed Income Long Only  
Confidence: 9","Principal Investment Strategies

Normally investing at least 80% of the fund's assets in bonds included in the Bloomberg Barclays U.S. Aggregate Bond Index. Using statistical sampling techniques based on duration, maturity, interest rate sensitivity, security structure, and credit quality to attempt to replicate the returns of the Bloomberg Barclays U.S. Aggregate Bond Index using a smaller number of securities. Engaging in transactions that have a leveraging effect on the fund, including investments in derivatives - such as swaps (interest rate, total return, and credit default), options, and futures contracts - and forward-settling securities, to adjust the fund's risk exposure. Investing in Fidelity's central funds (specialized investment vehicles used by Fidelity® funds to invest in particular security types or investment disciplines). Principal Investment Risks",Fixed Income Long Only (Low Risk)
0001379491-18-001273,Fidelity Advisor Series Equity Value Fund,,Equity Long Only (Low Risk),No,Listed Equities,Diversified,"Category: Equity Long Only  
Confidence: 8","Principal Investment Strategy The fund seeks to achieve its investment objective — long-term capital appreciation — with lower volatility than, and moderate correlation to, major equity market indices. The fund uses a ""manager of managers"" approach by selecting one or more experienced equity managers to serve as subadvisers to manage the fund's assets. The fund allocates its assets among subadvisers that use long/short equity investment strategies that are not expected to have returns that are highly correlated to each other or major equity market indices. The fund may hire, terminate or replace subadvisers and modify material terms and conditions of subadvisory arrangements without shareholder approval. Each of the fund's subadvisers acts independently of any other subadviser and uses its own methodology to select portfolio investments.",Equity Long Only (Low Risk)
